Willingness to Try Exotic Foods,Importance of Food Presentation,Value for Money in Meals,Preference for Gourmet Restaurants,Interest in Nutritional Content,Frequency of Eating Home-Cooked Meals,Desire for New Culinary Experiences,Preference for Organic or Diet-Specific Foods,Enjoyment of Traditional or Familiar Foods,Willingness to Spend on High-Quality Ingredients,personality,username
4,5,4,5,2,5.0,5,2,5,5,The Adventurer,Wfoxb6mqV1
5,4,4,5,1,2.0,5,1,4,2,The Adventurer,WsoN84D4WW
5,1,4,2,1,5.0,4,2,1,5,The Adventurer,HnLeAeWAJd
4,1,4,5,1,4.0,4,2,2,3,The Adventurer,fEZv8t6rKn
5,1,2,1,4,4.0,4,1,1,5,The Adventurer,Gm62jPqGvH
3,4,4,1,2,2.0,4,4,3,5,The Adventurer,9s27qUqgSb
5,1,4,3,2,2.0,5,4,3,3,The Adventurer,Ir6boh1BDk
3,4,1,1,2,2.0,5,3,5,2,The Adventurer,MvoO8gghz5
5,5,1,3,5,4.0,3,1,2,5,The Adventurer,uVu0lXOWEM
5,5,4,1,1,5.0,3,5,3,4,The Adventurer,JP2Gz5yXxp
5,5,5,5,1,4.0,5,1,3,1,The Adventurer,wjkGEKk4N1
3,1,2,4,5,3.0,5,5,4,2,The Adventurer,v7YfKfXQrx
3,2,4,2,4,2.0,4,5,1,5,The Adventurer,h3jetZy0Fu
3,4,1,3,3,1.0,3,5,2,1,The Adventurer,mEJdfypcIP
5,1,2,5,5,2.0,4,5,2,5,The Adventurer,yV3mvLiyd9
5,5,1,2,3,2.0,5,4,4,3,The Adventurer,ySKDxLO3uS
3,1,4,1,1,4.0,5,1,3,5,The Adventurer,lrKu9L9dnn
4,1,2,5,1,4.0,5,3,5,5,The Adventurer,Uc6rfT3SIc
3,2,5,5,2,1.0,5,5,2,5,The Adventurer,QeRWvRRlfM
4,2,4,5,2,1.0,4,5,1,3,The Adventurer,L6esHB9zee
4,5,2,5,5,1.0,3,1,5,3,The Adventurer,FDcRBZ9nfB
5,1,2,5,2,2.0,5,5,1,2,The Adventurer,nsf7Sq5P3X
3,2,4,2,4,2.0,5,1,1,1,The Adventurer,hLI4pscgCB
3,3,2,4,1,5.0,5,3,3,2,The Adventurer,8bNu0uYqh9
3,5,3,2,5,5.0,4,1,2,1,The Adventurer,Qj6Kquc0Rf
3,2,1,3,5,5.0,5,5,2,4,The Adventurer,E6mWvXVkuC
2,5,5,2,2,5.0,3,4,1,2,The Adventurer,dCBHtXAUxZ
4,5,2,4,1,4.0,4,2,3,1,The Adventurer,BNKrPTvgYF
5,3,4,5,4,4.0,4,5,3,2,The Adventurer,T0E1U5ovK5
4,1,4,1,5,4.0,5,3,5,4,The Adventurer,ItHbSgGD8g
5,4,5,1,2,1.0,5,4,1,2,The Adventurer,n1cZ3gDdjo
5,3,5,3,2,2.0,5,4,3,4,The Adventurer,Vt7Lt1r7zC
3,2,3,5,1,1.0,3,5,2,1,The Adventurer,Pz14J4pfiM
5,2,3,4,1,5.0,5,1,1,2,The Adventurer,nUcRBbJTob
3,2,4,4,2,3.0,5,1,4,5,The Adventurer,TDeavCTROn
5,1,1,1,5,5.0,5,5,5,1,The Adventurer,rvYxEueyNT
4,5,1,1,2,5.0,3,4,2,5,The Adventurer,DCDU1U7GAC
4,4,4,5,5,3.0,4,2,2,4,The Adventurer,VMqhqa46hR
5,1,5,2,5,5.0,5,5,1,2,The Adventurer,OktZsQFrUW
2,2,4,1,1,1.0,5,4,2,1,The Adventurer,GHr1FwhjwD
5,3,2,4,5,4.0,5,2,5,1,The Adventurer,2zEE7ijSfD
5,1,1,4,4,5.0,5,3,5,4,The Adventurer,cyTZ3dVcOn
2,3,2,5,2,5.0,3,5,1,5,The Adventurer,rlxv18cnjy
5,1,2,5,5,3.0,3,2,4,1,The Adventurer,hWVHz8twCq
5,1,5,2,1,5.0,3,5,5,5,The Adventurer,LRrF7ZcD0C
3,1,1,5,2,4.0,5,3,5,5,The Adventurer,TVFgs5aTUu
3,4,2,1,2,5.0,5,1,4,3,The Adventurer,c9HIJVzsq9
5,2,5,4,1,5.0,4,5,2,5,The Adventurer,uQHIobBehc
5,5,2,4,5,1.0,4,2,3,1,The Adventurer,fQYvcvdUJd
3,5,4,2,2,3.0,4,4,1,5,The Adventurer,HARdm791N9
5,1,2,5,5,5.0,4,3,3,5,The Adventurer,QwlgnfqJpX
5,3,4,5,4,4.0,4,5,5,5,The Adventurer,8kedfzhhfI
5,1,2,2,4,1.0,5,5,2,5,The Adventurer,IBVJJH6LVG
4,2,1,4,2,3.0,4,5,1,1,The Adventurer,2TwmWzSY0l
4,5,1,5,1,4.0,5,2,4,5,The Adventurer,uYTCGt3MJT
5,4,5,3,2,3.0,5,1,1,1,The Adventurer,5FkFarQG4W
4,5,4,1,4,5.0,3,4,1,1,The Adventurer,NDTm7Sax93
5,5,5,5,1,1.0,4,1,5,2,The Adventurer,FtXVahDQMk
3,5,4,1,3,2.0,5,5,5,2,The Adventurer,wYmKHFlhgH
3,4,5,5,4,5.0,5,1,2,5,The Adventurer,RvKkSouv19
4,1,4,5,3,1.0,3,3,1,4,The Adventurer,9SoIISG0lr
3,2,5,2,1,5.0,5,4,3,3,The Adventurer,BLqF0RLq5L
5,4,5,1,4,5.0,4,1,4,4,The Adventurer,k3unyKjGtN
3,1,4,1,4,4.0,3,5,3,2,The Adventurer,W1v4gggJBf
5,5,5,3,3,1.0,5,5,2,1,The Adventurer,h2mErNAdj6
5,4,1,5,1,5.0,4,4,2,3,The Adventurer,VVGbhWFUOp
3,5,2,2,2,5.0,4,5,2,1,The Adventurer,j2LqP1xzS9
3,5,2,4,1,1.0,5,1,5,5,The Adventurer,KXaBP5YPIa
5,5,1,1,5,2.0,5,1,2,4,The Adventurer,2qhZudDRNb
3,1,5,5,5,5.0,3,5,5,1,The Adventurer,ZJpu4KyvQn
5,2,5,3,5,4.0,4,1,1,2,The Adventurer,lzLUNLIdtn
3,5,4,4,1,4.0,5,5,4,2,The Adventurer,2eFtH6vqH3
5,1,4,2,2,4.0,4,1,3,3,The Adventurer,Hgu7HGk3qw
3,1,2,1,4,4.0,5,5,1,5,The Adventurer,hzkoGGVV0l
5,5,5,3,2,3.0,3,4,4,2,The Adventurer,bxFj4It4eT
3,4,5,2,2,3.0,3,4,4,2,The Adventurer,feDYUxFJix
3,3,5,2,2,5.0,5,5,1,3,The Adventurer,AoiGbITwub
3,1,4,5,1,5.0,3,2,4,5,The Adventurer,bdx56VLfLH
5,5,5,2,3,2.0,3,1,3,1,The Adventurer,FxJRt9x7X2
5,1,5,5,5,5.0,5,1,5,2,The Adventurer,DSzuNUsHlN
5,1,5,1,2,1.0,4,5,1,5,The Adventurer,4SEhag6ylG
5,1,2,5,4,4.0,5,1,2,4,The Adventurer,pKQwsSYROc
4,2,1,5,5,4.0,5,5,1,5,The Adventurer,fPkVsq56T6
5,1,1,4,1,5.0,3,5,3,3,The Adventurer,jOj1O3qPlH
3,4,3,3,4,3.0,5,5,3,2,The Adventurer,eojuVqgZxS
4,5,1,1,5,5.0,3,2,4,2,The Adventurer,KGtvOIRVcD
5,5,1,3,1,1.0,5,2,5,5,The Adventurer,3dj7pk8vcO
3,1,2,5,5,4.0,5,5,4,5,The Adventurer,Uvu3z0u6EG
5,5,5,2,2,5.0,3,2,3,5,The Adventurer,zKKAWHZT3B
5,2,2,4,1,3.0,3,5,4,5,The Adventurer,KwlhLV4M13
2,5,5,3,2,5.0,5,5,2,4,The Adventurer,PIsVjDdotL
3,1,4,1,5,1.0,5,5,4,5,The Adventurer,kKrnG7GVI9
4,1,2,4,5,2.0,4,4,5,1,The Adventurer,Vyr0hlLMQj
5,3,2,5,2,3.0,5,4,4,5,The Adventurer,VAgQVjSeCz
3,1,1,4,4,4.0,5,5,2,5,The Adventurer,TsquV2OLVp
2,5,1,5,1,2.0,5,2,1,4,The Adventurer,oUiEfCN91o
5,5,1,1,4,4.0,5,1,1,5,The Adventurer,kMkLdo5fp3
4,2,4,5,4,1.0,5,4,2,2,The Adventurer,UP4eR9PX51
5,5,5,2,2,4.0,5,5,1,5,The Adventurer,ci3rRSnDKA
5,5,2,1,1,5.0,5,3,2,5,The Adventurer,lkJqen2q3w
5,3,4,5,4,1.0,5,5,1,1,The Adventurer,EHHKnNr6P8
4,4,1,2,4,1.0,5,4,4,5,The Adventurer,GgtWTFjNn2
5,5,3,1,5,1.0,3,3,1,1,The Adventurer,BZoQJDp0Lx
5,1,5,1,1,1.0,4,5,3,2,The Adventurer,WDrofajWQH
4,2,4,4,2,2.0,3,4,4,4,The Adventurer,0edfg6aFG7
4,4,2,3,1,2.0,5,4,2,4,The Adventurer,HaGfrn8BcH
4,2,1,4,1,2.0,3,2,5,3,The Adventurer,yUlGTVqUax
3,2,4,5,5,5.0,3,5,5,1,The Adventurer,zx4gWDCV1o
5,5,5,2,1,3.0,5,5,4,5,The Adventurer,UxHD5P061o
5,1,5,1,4,1.0,4,2,1,5,The Adventurer,9rzVc7q3pw
5,5,5,5,1,4.0,3,4,3,5,The Adventurer,eaQcYpMIYv
2,1,5,5,5,1.0,4,5,1,5,The Adventurer,aWKBs6upvn
2,5,5,5,1,5.0,5,4,4,2,The Adventurer,2RxRz1ZGLG
5,1,2,5,4,5.0,5,1,1,5,The Adventurer,ZrziiDNedA
3,1,1,5,1,5.0,3,2,2,3,The Adventurer,6qHj5CFe7h
5,4,2,5,2,1.0,5,5,1,2,The Adventurer,x0jbjdTYMf
3,1,1,5,3,4.0,4,5,5,3,The Adventurer,cKZ35xEcve
5,4,5,5,4,3.0,5,5,1,1,The Adventurer,tnS4A7u6wx
2,1,4,4,4,4.0,5,1,1,5,The Adventurer,hvUQEz9ZjN
5,3,5,4,5,5.0,5,4,4,5,The Adventurer,z4QxJvEx14
3,4,2,1,5,2.0,5,5,4,5,The Adventurer,zNyKubb0rG
5,4,1,3,2,4.0,5,1,2,1,The Adventurer,qoqgN1C2BL
4,2,5,2,1,5.0,3,1,4,1,The Adventurer,DjXy6B2q7t
4,1,1,3,5,1.0,5,2,5,5,The Adventurer,Obwdszfe61
4,4,1,1,4,4.0,5,1,1,1,The Adventurer,mx9LN1CHa2
5,2,2,4,2,4.0,5,1,5,5,The Adventurer,vExNhOjB6V
5,2,1,1,5,5.0,5,1,5,5,The Adventurer,X2tAIsrnHu
5,4,5,3,5,2.0,5,1,1,1,The Adventurer,BqKXo5V21i
4,2,2,3,1,2.0,5,1,1,2,The Adventurer,tgIHMBnNl6
2,2,5,1,2,5.0,4,5,2,3,The Adventurer,3QWlBnDY2s
5,5,5,2,5,3.0,5,2,5,3,The Adventurer,FSWkxxtOyz
3,1,2,1,4,5.0,4,5,3,4,The Adventurer,GmalmEb1PF
5,2,5,2,1,4.0,4,5,4,4,The Adventurer,kRUaoN3K6r
3,2,2,5,5,1.0,3,2,4,2,The Adventurer,TMaQnep6SA
5,2,5,4,4,4.0,5,2,5,4,The Adventurer,cJ7iitsnXR
5,2,5,3,2,3.0,3,3,2,1,The Adventurer,lTSpkC2kBB
5,5,1,4,1,4.0,4,5,3,5,The Adventurer,l6UpHY5zJO
5,5,1,2,1,4.0,3,3,1,5,The Adventurer,kP8maXWsOZ
3,1,5,4,2,1.0,3,5,1,1,The Adventurer,kFXporjuZY
5,1,2,4,4,4.0,5,4,1,4,The Adventurer,btQ6jsnv0p
2,1,2,2,5,5.0,5,1,5,1,The Adventurer,GD4joCA5WO
5,5,4,5,5,2.0,3,5,5,4,The Adventurer,WZxdJspuEg
2,4,1,5,3,1.0,5,5,5,4,The Adventurer,8qHwMZIgG4
5,5,1,5,2,2.0,5,5,1,4,The Adventurer,vZ9SvEoA3G
5,4,5,1,1,1.0,4,5,4,3,The Adventurer,x0cQsuNHTb
5,1,3,1,5,2.0,4,2,4,1,The Adventurer,d3sQDSW6zg
3,5,1,5,5,4.0,5,2,3,5,The Adventurer,RU1BuK96be
4,3,5,5,4,5.0,5,3,2,5,The Adventurer,3YrAZcPyvC
3,5,2,1,5,2.0,4,4,1,2,The Adventurer,EFijinYuMc
3,3,2,2,1,2.0,3,5,3,2,The Adventurer,FSgVXQDrrt
4,5,5,3,4,5.0,3,5,4,3,The Adventurer,jfMCP1dMfM
3,3,2,2,2,4.0,3,3,5,3,The Adventurer,SaLH5kGpg9
5,1,5,5,3,2.0,5,1,2,4,The Adventurer,9lCHg2yxoG
5,2,1,5,3,4.0,5,5,4,1,The Adventurer,owYtcwiNKV
5,1,3,4,5,2.0,5,4,5,1,The Adventurer,8XTsoIn4x8
3,5,2,5,5,1.0,5,5,1,1,The Adventurer,brKsJoq0s8
4,5,2,1,2,5.0,4,5,1,4,The Adventurer,iK9qe3BL2r
4,2,2,5,1,2.0,3,5,1,5,The Adventurer,RGBkembDq3
3,5,1,5,3,4.0,5,5,4,2,The Adventurer,jzLMJns6Ij
5,5,2,2,5,5.0,3,2,1,5,The Adventurer,sIyZxrbgiI
5,1,4,2,1,4.0,5,4,5,1,The Adventurer,b8Afd1Y9a2
5,4,5,5,1,5.0,4,1,1,1,The Adventurer,Z8pKYr26WM
4,5,4,5,4,4.0,5,3,1,1,The Adventurer,2IeIMBQJ1Z
3,3,5,5,4,5.0,3,5,3,2,The Adventurer,WY0LxhaF5M
5,3,5,1,3,5.0,3,5,2,2,The Adventurer,M23vq5EhQv
4,3,2,1,4,1.0,5,2,3,2,The Adventurer,S2jXEzQLUM
3,2,2,5,1,4.0,4,3,4,5,The Adventurer,F4rF5kN5JC
3,1,4,5,5,4.0,4,4,5,5,The Adventurer,p21pjUBkYT
3,1,1,5,5,3.0,4,2,5,2,The Adventurer,FzU0DQfSw4
5,4,5,5,3,2.0,5,4,5,4,The Adventurer,vm6A1v2N1l
5,1,5,5,2,3.0,5,4,4,4,The Adventurer,IRRPzX95cu
5,5,2,2,5,4.0,3,2,4,3,The Adventurer,PajFyMBCcB
3,4,3,4,2,5.0,5,1,3,2,The Adventurer,HhKs9jzQRg
5,1,5,1,5,1.0,5,5,1,3,The Adventurer,Y8mBwrTj3l
4,1,4,3,2,1.0,5,2,4,5,The Adventurer,OWlEKrE6w8
5,4,1,1,4,2.0,3,1,2,5,The Adventurer,wMZZA5R3oM
5,5,5,4,5,1.0,5,5,5,4,The Adventurer,1abDYzYGxg
5,5,1,5,2,3.0,3,5,2,2,The Adventurer,uCaEcFP4gF
5,2,1,1,5,2.0,5,5,2,3,The Adventurer,LY3lI53D4E
5,1,1,4,4,1.0,5,3,5,2,The Adventurer,QUG2JQZJeO
5,1,5,2,2,1.0,4,5,4,2,The Adventurer,hEKNo94s6n
4,5,5,5,2,2.0,4,5,4,2,The Adventurer,B9OBWnD0tW
2,1,5,5,1,3.0,4,5,3,5,The Adventurer,rsVCprnbNw
5,2,4,1,4,1.0,4,1,1,5,The Adventurer,7ohtgvA9yr
3,4,2,5,1,2.0,5,1,1,2,The Adventurer,JWm00FcYeS
4,5,4,3,4,2.0,4,2,5,1,The Adventurer,69P83Ayh72
4,3,4,2,1,4.0,5,1,3,4,The Adventurer,bNCJAYhkEj
5,4,1,1,5,1.0,3,4,4,5,The Adventurer,KatvHCyysC
5,4,1,1,1,4.0,5,2,3,2,The Adventurer,1tXNVwW3zL
4,1,5,5,4,4.0,5,5,2,5,The Adventurer,o0uWiR4gHu
5,1,2,5,2,1.0,5,5,5,5,The Adventurer,WJJloJQTU3
5,5,2,4,4,1.0,3,3,1,3,The Adventurer,bk8RXmN0Ft
5,4,5,5,4,4.0,4,3,2,5,The Adventurer,WWNdU6FJwm
3,5,5,3,3,4.0,5,5,1,5,The Adventurer,sVBKJWueXu
4,5,2,1,2,2.0,5,3,4,5,The Adventurer,Pt45eCYzdC
5,2,1,4,4,1.0,5,2,4,3,The Adventurer,qLAXUQM09v
4,2,5,3,1,2.0,5,5,5,2,The Adventurer,AuFphHZuec
5,4,3,5,4,2.0,5,5,2,2,The Adventurer,hAVdg3sECv
4,1,5,5,1,1.0,4,5,5,3,The Adventurer,IS3z9maYzS
5,5,5,5,3,2.0,5,2,3,3,The Adventurer,0MY4kvWV98
4,5,5,4,4,2.0,5,5,3,2,The Adventurer,uhhOYX5X3Z
5,1,5,1,2,1.0,5,4,5,4,The Adventurer,EXl0bi5Hp4
5,4,2,1,3,1.0,4,5,3,5,The Adventurer,Oqwjdeisln
3,3,2,4,1,4.0,5,4,3,2,The Adventurer,usgZ0BHwM8
5,2,1,5,3,1.0,4,1,5,1,The Adventurer,1AioKghYP9
3,3,4,1,2,4.0,3,5,3,5,The Adventurer,T8N6cmivYH
5,2,1,2,1,1.0,5,2,5,4,The Adventurer,wIDQF9qBxd
5,1,4,3,1,4.0,5,5,2,5,The Adventurer,n8k7h8VJXx
5,2,2,5,1,5.0,4,2,4,1,The Adventurer,zXS04mDS78
2,5,2,1,1,5.0,4,1,4,1,The Adventurer,gSCGRdwKgB
4,2,1,2,3,5.0,5,4,5,5,The Adventurer,uCsa7f8i3U
3,1,4,1,3,1.0,3,2,5,5,The Adventurer,aYeVfNGOe9
5,2,1,1,3,2.0,5,1,1,3,The Adventurer,cT94LAyuw0
5,1,5,5,5,3.0,3,1,1,3,The Adventurer,Urfvgjt5Tk
3,5,2,5,1,4.0,5,2,4,4,The Adventurer,Am12tYTjNa
5,4,5,4,2,1.0,5,2,4,2,The Adventurer,VeHDbUIZJG
3,5,4,3,1,4.0,5,1,1,2,The Adventurer,BYbrhb3Lii
5,5,4,5,3,1.0,5,4,5,5,The Adventurer,lLH6NOEpjF
5,4,1,3,2,5.0,4,2,1,1,The Adventurer,mBEnO6Rsem
3,5,4,2,5,5.0,3,4,5,5,The Adventurer,jU2tS8BO5E
3,2,2,3,1,2.0,4,5,2,5,The Adventurer,JVd6Olqcax
3,1,5,2,1,4.0,4,2,1,5,The Adventurer,xemNtMUqxd
5,4,2,1,3,1.0,4,3,2,5,The Adventurer,2pxLwP1wE0
5,4,4,5,1,1.0,5,2,2,4,The Adventurer,IvOJV40fqL
3,4,2,4,1,1.0,5,5,5,4,The Adventurer,yoZtiNSDWS
3,5,5,1,5,5.0,5,4,4,5,The Adventurer,cxGqpo2EDw
3,2,4,2,4,5.0,3,2,1,2,The Adventurer,PGUF0P1a2u
3,1,1,1,3,2.0,4,1,2,5,The Adventurer,rLM9lLpEwW
4,4,4,5,2,3.0,5,1,2,1,The Adventurer,h3VhgtAJ2d
5,5,5,1,4,2.0,5,3,1,4,The Adventurer,QebphXbC2d
4,2,1,1,5,5.0,3,5,1,3,The Adventurer,lv4pz9TEQ7
5,1,2,4,1,1.0,4,5,3,1,The Adventurer,Y3VhLsZO0v
3,4,5,5,4,3.0,4,1,4,4,The Adventurer,vAwJQadYtx
5,2,1,4,4,4.0,5,1,1,4,The Adventurer,39Ct3m0iTs
3,4,5,2,2,2.0,3,4,4,2,The Adventurer,UDMZN2N3ej
5,1,2,4,5,1.0,5,3,1,4,The Adventurer,QTdn9NhoP9
4,3,4,2,5,1.0,3,2,1,5,The Adventurer,vaq9H1lRon
4,2,1,4,1,2.0,4,2,5,3,The Adventurer,yHMDRbFZnB
5,3,5,3,2,2.0,5,4,3,5,The Adventurer,3bywYX7wGh
4,1,2,4,2,4.0,4,1,1,2,The Adventurer,TdT8UsWufD
5,4,5,4,2,3.0,3,1,1,1,The Adventurer,1aj66JZCtJ
3,2,4,5,4,5.0,5,2,1,4,The Adventurer,BLa0YkaPTV
3,4,1,2,2,3.0,5,5,4,3,The Adventurer,IcbDlLxIyS
3,5,5,4,1,1.0,5,1,1,5,The Adventurer,zMQIHWabCg
5,2,4,5,5,1.0,4,5,1,4,The Adventurer,wS5X9T6SAa
3,2,1,2,3,4.0,3,4,5,1,The Adventurer,CpzQYGTDaB
4,1,5,2,1,2.0,3,1,5,1,The Adventurer,kLgzANlj0H
4,1,5,5,5,5.0,4,2,5,1,The Adventurer,mOLrqRrfDh
5,2,4,2,2,2.0,4,3,4,1,The Adventurer,2OTofBUGO6
4,1,2,5,4,2.0,3,1,1,2,The Adventurer,XQNXLy2F6J
4,4,5,3,1,4.0,3,3,2,5,The Adventurer,NY2aON0eOu
5,1,1,4,5,2.0,5,5,1,4,The Adventurer,QYOrA4hDYF
3,3,1,4,2,4.0,5,1,5,3,The Adventurer,VESajta2jL
5,1,5,4,1,1.0,3,2,1,3,The Adventurer,t9RLzMCpVF
3,4,1,5,4,1.0,5,4,1,2,The Adventurer,TcOPv4HZlG
3,1,3,5,1,4.0,3,5,1,2,The Adventurer,dxzn3lqlGA
5,5,4,5,4,2.0,3,4,1,5,The Adventurer,5pQ3y68vid
3,5,2,2,5,5.0,3,1,1,1,The Adventurer,5x2UuKDfK7
4,5,5,1,4,1.0,4,1,5,5,The Adventurer,fm7Pqr4LkJ
3,5,1,5,1,2.0,5,2,3,3,The Adventurer,kTztqyo6KA
4,4,2,4,5,4.0,5,1,5,5,The Adventurer,3OUzipRSTF
5,1,1,5,1,2.0,3,2,1,1,The Adventurer,vqhR3jlXmq
5,2,4,1,4,4.0,3,1,5,2,The Adventurer,AgTMsEy9Rw
4,2,2,3,1,1.0,5,5,2,5,The Adventurer,dsKAARlp6E
4,5,2,5,1,1.0,4,5,3,5,The Adventurer,MzUPbK4Zlc
4,1,4,5,5,3.0,3,5,5,5,The Adventurer,VOB0e97j9r
5,3,2,4,1,1.0,5,5,2,5,The Adventurer,fb6TZBynXG
3,3,5,1,5,5.0,4,1,1,5,The Adventurer,Z3wVGUG1j2
3,5,4,5,5,1.0,5,5,5,5,The Adventurer,r55QMqJCJG
2,1,3,1,5,1.0,5,1,3,2,The Adventurer,kQf2bL8jtM
3,3,5,5,3,4.0,5,4,1,5,The Adventurer,br49smaew9
3,4,2,5,3,4.0,3,2,3,3,The Adventurer,alyWJWFkSo
5,5,4,2,4,4.0,5,3,3,5,The Adventurer,8DBtm5yv1g
5,1,4,2,2,2.0,3,5,5,5,The Adventurer,3MTJZtHvc0
4,5,5,3,5,2.0,5,5,3,5,The Adventurer,aXD0Ejj0FK
5,4,1,4,1,3.0,3,4,1,5,The Adventurer,CXnEyapMhu
5,1,5,1,5,3.0,3,5,3,2,The Adventurer,7CEXnNrsxW
4,3,2,1,3,4.0,5,1,3,2,The Adventurer,XgGrvwZZ7U
4,1,2,5,4,5.0,5,5,5,5,The Adventurer,ltVG42vKR1
3,4,1,5,5,1.0,5,3,5,5,The Adventurer,n8CwUsmSoB
5,2,4,4,1,1.0,5,2,5,2,The Adventurer,Fd1WbwYQra
5,2,4,5,1,4.0,5,3,1,1,The Adventurer,3TgLkTd6WT
5,3,5,2,2,3.0,5,5,4,5,The Adventurer,oMBrwx3O8H
4,4,5,5,2,5.0,3,4,1,4,The Adventurer,ISktxrkknx
5,3,1,4,3,1.0,5,5,3,4,The Adventurer,i4QcHWvec4
5,1,2,4,4,5.0,3,5,3,5,The Adventurer,FErvRQERPn
3,5,1,5,4,3.0,4,4,2,5,The Adventurer,4RClTOeeTw
5,4,5,5,5,4.0,4,4,1,1,The Adventurer,JNXdRXONOQ
5,3,4,5,5,4.0,5,3,3,2,The Adventurer,oaTxuX0zhq
4,5,3,1,5,1.0,5,4,2,5,The Adventurer,e3b9Zg4iV8
5,5,3,4,4,5.0,3,3,1,2,The Adventurer,wRGArBSTw5
5,1,3,2,5,2.0,3,2,5,5,The Adventurer,Xmvp4p27PR
5,5,2,5,2,5.0,4,5,5,4,The Adventurer,c9MGSUmIsG
3,3,5,2,4,2.0,3,4,1,4,The Adventurer,E7BasdcUFa
5,4,2,5,4,3.0,5,3,5,5,The Adventurer,SG8aIuU8a5
3,1,5,4,5,3.0,5,4,1,5,The Adventurer,MvCcUi32dL
5,3,5,2,2,2.0,4,5,4,4,The Adventurer,ba3UgkKD62
2,4,5,5,4,5.0,5,3,1,5,The Adventurer,wrHD7QkfqE
2,5,5,3,1,5.0,5,5,2,4,The Adventurer,PuFsdheW8b
5,2,5,1,1,2.0,3,5,2,5,The Adventurer,EaJbuupUia
2,2,1,2,1,2.0,5,4,3,2,The Adventurer,f6p8npZtHo
4,2,4,3,1,1.0,5,5,5,5,The Adventurer,zaZTJtAdNT
5,1,4,5,5,1.0,4,2,3,3,The Adventurer,ctYtatRIcJ
5,4,2,4,4,4.0,5,1,1,5,The Adventurer,Ich6Uc7nDu
5,5,1,1,1,5.0,5,5,5,1,The Adventurer,0FzDHeVct4
5,4,3,1,5,4.0,3,1,5,5,The Adventurer,lBCP030Itd
2,4,5,5,1,1.0,4,4,1,4,The Adventurer,WOMOKXiN6a
3,4,5,4,4,1.0,4,3,2,2,The Adventurer,swMiNY7q8K
5,4,4,4,5,1.0,3,1,1,4,The Adventurer,fTh6a54uca
5,2,2,1,5,4.0,5,2,4,3,The Adventurer,Rer785OWw0
5,4,4,3,1,4.0,3,1,4,5,The Adventurer,QzBg4tvExa
3,4,5,3,2,2.0,4,3,3,1,The Adventurer,lhOHCmGh4i
4,2,2,1,1,1.0,3,4,5,5,The Adventurer,XtP4eYRi7m
2,2,5,5,2,1.0,4,2,1,5,The Adventurer,IwHw47FMqa
3,1,5,2,4,5.0,5,5,1,3,The Adventurer,kW4QgD2FA2
3,2,4,5,3,5.0,4,2,2,1,The Adventurer,y41BASQyoK
5,1,4,5,1,4.0,5,5,5,1,The Adventurer,1ehSnvGQ5l
3,2,4,4,1,1.0,3,5,5,3,The Adventurer,Nn0akBeW7p
2,5,2,4,1,4.0,5,1,4,1,The Adventurer,SkvJ84JaFc
3,2,5,3,3,4.0,5,5,5,2,The Adventurer,4093JD7cXz
3,1,2,4,2,4.0,5,2,1,3,The Adventurer,dK0qOkppAm
2,3,4,5,5,5.0,5,1,5,5,The Adventurer,KPrYcReReK
5,1,3,1,2,1.0,5,4,1,2,The Adventurer,opYjjzAxm3
5,2,5,1,4,2.0,5,3,1,5,The Adventurer,WlPPTQK21s
4,3,2,5,4,4.0,5,1,2,2,The Adventurer,Q8884kEMF0
5,1,2,5,5,2.0,3,1,2,4,The Adventurer,9CxIpv5TW7
5,5,5,4,1,4.0,4,3,5,2,The Adventurer,InXQrUvw5M
5,1,3,5,1,4.0,3,3,1,3,The Adventurer,h7nXYYw8K7
5,5,5,1,4,2.0,4,5,2,3,The Adventurer,dNARc20TP8
3,5,1,5,5,5.0,4,2,2,3,The Adventurer,GBW8j2HKpU
5,5,5,4,1,5.0,5,2,5,5,The Adventurer,50DtMtkoU5
3,1,1,4,5,1.0,4,1,5,5,The Adventurer,0A1LVFqSyc
3,1,1,5,3,1.0,3,2,4,2,The Adventurer,Ah4J2FBdcG
5,1,2,2,2,1.0,3,2,4,2,The Adventurer,rkkSpOtgZA
5,1,5,2,4,5.0,4,3,5,3,The Adventurer,gvw4VwX4Ry
2,1,5,5,2,1.0,4,4,2,1,The Adventurer,rJ6XlhudrO
5,4,5,5,4,1.0,5,2,1,1,The Adventurer,TPY4TX5Ls8
5,4,5,1,1,5.0,5,5,2,5,The Adventurer,XZXUNGfAhU
5,4,4,2,5,5.0,5,1,4,2,The Adventurer,aWxLQ0QKfJ
5,1,4,1,5,3.0,5,4,1,4,The Adventurer,aDvSbvAdVg
5,1,1,5,5,4.0,5,1,5,5,The Adventurer,BUJOpcqOU7
5,5,5,2,3,5.0,3,2,5,3,The Adventurer,l0DoHJYdDk
5,4,4,2,2,4.0,5,5,1,5,The Adventurer,fLZD0zj5En
5,1,3,4,1,5.0,3,5,1,3,The Adventurer,aOAQqs7Ldl
5,1,5,1,2,4.0,4,1,5,2,The Adventurer,7VcafOWf5W
5,1,5,4,4,5.0,4,1,1,3,The Adventurer,PIaJZVLwic
3,2,2,5,1,5.0,4,2,3,5,The Adventurer,PDLS0vYIGM
4,1,2,3,4,4.0,5,2,1,2,The Adventurer,ZwUc7diglG
5,5,1,1,4,1.0,4,5,4,1,The Adventurer,gPEm7Dp5YT
